station_id,dataset,parameter,date,value,quality
05692,climate_summary,precipitation_height,1896-01-01T00:00:00+00:00,479.0,5.0
05692,climate_summary,precipitation_height,1897-01-01T00:00:00+00:00,474.0,5.0
05692,climate_summary,precipitation_height,1898-01-01T00:00:00+00:00,491.0,5.0
05692,climate_summary,precipitation_height,1899-01-01T00:00:00+00:00,433.0,5.0
05692,climate_summary,precipitation_height,1900-01-01T00:00:00+00:00,625.0,5.0
05692,climate_summary,precipitation_height,1901-01-01T00:00:00+00:00,556.0,5.0
05692,climate_summary,precipitation_height,1902-01-01T00:00:00+00:00,398.0,5.0
05692,climate_summary,precipitation_height,1903-01-01T00:00:00+00:00,472.0,5.0
05692,climate_summary,precipitation_height,1904-01-01T00:00:00+00:00,505.0,5.0
05692,climate_summary,precipitation_height,1905-01-01T00:00:00+00:00,492.0,5.0
05692,climate_summary,precipitation_height,1906-01-01T00:00:00+00:00,637.0,5.0
05692,climate_summary,precipitation_height,1907-01-01T00:00:00+00:00,451.0,5.0
05692,climate_summary,precipitation_height,1908-01-01T00:00:00+00:00,588.0,5.0
05692,climate_summary,precipitation_height,1909-01-01T00:00:00+00:00,504.0,5.0
05692,climate_summary,precipitation_height,1910-01-01T00:00:00+00:00,682.0,5.0
05692,climate_summary,precipitation_height,1911-01-01T00:00:00+00:00,396.0,5.0
05692,climate_summary,precipitation_height,1912-01-01T00:00:00+00:00,529.0,5.0
05692,climate_summary,precipitation_height,1913-01-01T00:00:00+00:00,616.0,5.0
05692,climate_summary,precipitation_height,1914-01-01T00:00:00+00:00,693.0,5.0
05692,climate_summary,precipitation_height,1915-01-01T00:00:00+00:00,498.0,5.0
05692,climate_summary,precipitation_height,1916-01-01T00:00:00+00:00,574.0,5.0
05692,climate_summary,precipitation_height,1917-01-01T00:00:00+00:00,508.0,5.0
05692,climate_summary,precipitation_height,1918-01-01T00:00:00+00:00,529.0,5.0
05692,climate_summary,precipitation_height,1919-01-01T00:00:00+00:00,556.0,5.0
05692,climate_summary,precipitation_height,1920-01-01T00:00:00+00:00,553.0,5.0
05692,climate_summary,precipitation_height,1921-01-01T00:00:00+00:00,348.0,5.0
05692,climate_summary,precipitation_height,1922-01-01T00:00:00+00:00,798.0,5.0
05692,climate_summary,precipitation_height,1923-01-01T00:00:00+00:00,654.0,5.0
05692,climate_summary,precipitation_height,1924-01-01T00:00:00+00:00,644.0,5.0
05692,climate_summary,precipitation_height,1925-01-01T00:00:00+00:00,486.0,5.0
05692,climate_summary,precipitation_height,1926-01-01T00:00:00+00:00,541.0,5.0
05692,climate_summary,precipitation_height,1927-01-01T00:00:00+00:00,619.0,5.0
05692,climate_summary,precipitation_height,1928-01-01T00:00:00+00:00,531.0,5.0
05692,climate_summary,precipitation_height,1929-01-01T00:00:00+00:00,361.0,5.0
05692,climate_summary,precipitation_height,1930-01-01T00:00:00+00:00,633.0,5.0
05692,climate_summary,precipitation_height,1931-01-01T00:00:00+00:00,620.0,5.0
05692,climate_summary,precipitation_height,1932-01-01T00:00:00+00:00,591.0,5.0
05692,climate_summary,precipitation_height,1933-01-01T00:00:00+00:00,448.0,5.0
05692,climate_summary,precipitation_height,1934-01-01T00:00:00+00:00,419.0,5.0
05692,climate_summary,precipitation_height,1935-01-01T00:00:00+00:00,610.0,5.0
05692,climate_summary,precipitation_height,1936-01-01T00:00:00+00:00,701.1,5.0
05692,climate_summary,precipitation_height,1937-01-01T00:00:00+00:00,460.3,5.0
05692,climate_summary,precipitation_height,1938-01-01T00:00:00+00:00,,
05692,climate_summary,precipitation_height,1951-01-01T00:00:00+00:00,530.4,5.0
05692,climate_summary,precipitation_height,1952-01-01T00:00:00+00:00,617.9,5.0
05692,climate_summary,precipitation_height,1953-01-01T00:00:00+00:00,423.5,5.0
05692,climate_summary,precipitation_height,1954-01-01T00:00:00+00:00,532.6,5.0
05692,climate_summary,precipitation_height,1955-01-01T00:00:00+00:00,553.2,5.0
05692,climate_summary,precipitation_height,1956-01-01T00:00:00+00:00,636.5,5.0
05692,climate_summary,precipitation_height,1957-01-01T00:00:00+00:00,569.3,5.0
05692,climate_summary,precipitation_height,1958-01-01T00:00:00+00:00,637.4,5.0
05692,climate_summary,precipitation_height,1959-01-01T00:00:00+00:00,404.1,5.0
05692,climate_summary,precipitation_height,1960-01-01T00:00:00+00:00,626.0,5.0
05692,climate_summary,precipitation_height,1961-01-01T00:00:00+00:00,587.5,5.0
05692,climate_summary,precipitation_height,1962-01-01T00:00:00+00:00,429.9,5.0
05692,climate_summary,precipitation_height,1963-01-01T00:00:00+00:00,510.4,5.0
05692,climate_summary,precipitation_height,1964-01-01T00:00:00+00:00,436.3,5.0
05692,climate_summary,precipitation_height,1965-01-01T00:00:00+00:00,844.6,5.0
05692,climate_summary,precipitation_height,1966-01-01T00:00:00+00:00,769.8,5.0
05692,climate_summary,precipitation_height,1967-01-01T00:00:00+00:00,595.8,5.0
05692,climate_summary,precipitation_height,1968-01-01T00:00:00+00:00,777.2,5.0
05692,climate_summary,precipitation_height,1969-01-01T00:00:00+00:00,620.2,5.0
05692,climate_summary,precipitation_height,1970-01-01T00:00:00+00:00,603.1,5.0
05692,climate_summary,precipitation_height,1971-01-01T00:00:00+00:00,460.6,5.0
05692,climate_summary,precipitation_height,1972-01-01T00:00:00+00:00,619.3,5.0
05692,climate_summary,precipitation_height,1973-01-01T00:00:00+00:00,462.9,5.0
05692,climate_summary,precipitation_height,1974-01-01T00:00:00+00:00,622.6,5.0
05692,climate_summary,precipitation_height,1975-01-01T00:00:00+00:00,507.1,5.0
05692,climate_summary,precipitation_height,1976-01-01T00:00:00+00:00,416.8,5.0
05692,climate_summary,precipitation_height,1977-01-01T00:00:00+00:00,555.4,5.0
05692,climate_summary,precipitation_height,1978-01-01T00:00:00+00:00,744.4,5.0
05692,climate_summary,precipitation_height,1979-01-01T00:00:00+00:00,617.1,5.0
05692,climate_summary,precipitation_height,1980-01-01T00:00:00+00:00,684.5,5.0
05692,climate_summary,precipitation_height,1981-01-01T00:00:00+00:00,857.7,10.0
05692,climate_summary,precipitation_height,1982-01-01T00:00:00+00:00,551.2,10.0
05692,climate_summary,precipitation_height,1983-01-01T00:00:00+00:00,629.7,10.0
05692,climate_summary,precipitation_height,1984-01-01T00:00:00+00:00,609.1,10.0
05692,climate_summary,precipitation_height,1985-01-01T00:00:00+00:00,466.7,10.0
05692,climate_summary,precipitation_height,1986-01-01T00:00:00+00:00,650.4,10.0
05692,climate_summary,precipitation_height,1987-01-01T00:00:00+00:00,785.5,10.0
05692,climate_summary,precipitation_height,1988-01-01T00:00:00+00:00,683.4,10.0
05692,climate_summary,precipitation_height,1989-01-01T00:00:00+00:00,553.6,10.0
05692,climate_summary,precipitation_height,1990-01-01T00:00:00+00:00,579.3,10.0
05692,climate_summary,precipitation_height,1991-01-01T00:00:00+00:00,398.8,9.0
05692,climate_summary,precipitation_height,1992-01-01T00:00:00+00:00,567.3,9.0
05692,climate_summary,precipitation_height,1993-01-01T00:00:00+00:00,525.3,9.0
05692,climate_summary,precipitation_height,1994-01-01T00:00:00+00:00,607.2,9.0
05692,climate_summary,precipitation_height,1995-01-01T00:00:00+00:00,688.3,9.0
05692,climate_summary,precipitation_height,1996-01-01T00:00:00+00:00,477.1,9.0
05692,climate_summary,precipitation_height,1997-01-01T00:00:00+00:00,476.8,9.0
05692,climate_summary,precipitation_height,1998-01-01T00:00:00+00:00,535.0,9.0
05692,climate_summary,precipitation_height,1999-01-01T00:00:00+00:00,507.0,9.0
05692,climate_summary,precipitation_height,2000-01-01T00:00:00+00:00,783.1,9.0
05692,climate_summary,precipitation_height,2001-01-01T00:00:00+00:00,585.4,9.0
05692,climate_summary,precipitation_height,2002-01-01T00:00:00+00:00,709.2,9.0
05692,climate_summary,precipitation_height,2005-01-01T00:00:00+00:00,425.6,9.0
05692,climate_summary,precipitation_height,2006-01-01T00:00:00+00:00,582.0,9.0
05692,climate_summary,precipitation_height,2007-01-01T00:00:00+00:00,511.2,9.0
05692,climate_summary,precipitation_height,2008-01-01T00:00:00+00:00,511.2,9.0
05692,climate_summary,precipitation_height,2009-01-01T00:00:00+00:00,549.5,9.0
05692,climate_summary,precipitation_height,2010-01-01T00:00:00+00:00,711.0,9.0
05692,climate_summary,precipitation_height,2011-01-01T00:00:00+00:00,492.4,9.0
05692,climate_summary,precipitation_height,2012-01-01T00:00:00+00:00,548.6,9.0
05692,climate_summary,precipitation_height,2013-01-01T00:00:00+00:00,636.9,9.0
05692,climate_summary,precipitation_height,2014-01-01T00:00:00+00:00,592.0,9.0
05692,climate_summary,precipitation_height,2015-01-01T00:00:00+00:00,392.3,9.0
05692,climate_summary,precipitation_height,2016-01-01T00:00:00+00:00,653.6,9.0
05692,climate_summary,precipitation_height,2017-01-01T00:00:00+00:00,504.1,9.0
05692,climate_summary,precipitation_height,2018-01-01T00:00:00+00:00,421.4,9.0
05692,climate_summary,precipitation_height,2019-01-01T00:00:00+00:00,568.7,9.0
05692,climate_summary,precipitation_height,2020-01-01T00:00:00+00:00,452.2,9.0
05692,climate_summary,precipitation_height,2021-01-01T00:00:00+00:00,561.4,9.0
05692,climate_summary,precipitation_height,2022-01-01T00:00:00+00:00,479.4,1.0

